,customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary
2324,15748116,681,France,Female,29,2,148143.84,1,1,1,52021.39
4443,15566467,683,Germany,Female,32,0,138171.1,2,1,1,188203.58
5759,15674620,679,Germany,Female,37,8,77373.87,2,0,1,174873.09
361,15696674,643,Germany,Female,45,2,150842.93,1,0,1,2319.96
8239,15753955,639,Spain,Male,34,7,149940.04,2,0,0,156648.81
8446,15630511,691,France,Female,33,6,0.0,2,1,0,164074.89
1098,15724127,790,France,Female,26,4,141581.71,2,0,0,98309.27
7404,15694677,733,France,Male,39,1,0.0,2,1,1,141841.31
5953,15696141,516,Spain,Female,31,7,0.0,1,1,0,47018.75
7949,15617486,530,France,Male,52,1,106723.28,1,0,0,109960.4
8746,15577905,660,France,Male,34,8,106486.66,2,0,1,182262.66
4283,15750769,725,France,Male,35,7,75915.75,1,1,0,150507.43
9282,15799435,619,Spain,Male,34,1,0.0,1,1,0,139919.38
5118,15572051,721,France,Male,40,3,0.0,1,1,1,144874.67
5059,15579915,707,France,Male,29,4,0.0,2,1,0,139953.94
7965,15645404,625,France,Female,51,4,124620.01,2,1,0,92243.94
8752,15632263,574,Spain,Male,30,5,120355.0,1,1,0,137793.35
3447,15612092,646,Germany,Male,32,8,105397.8,1,1,0,78111.84
5297,15683416,572,Germany,Male,51,8,97750.07,3,1,1,193014.26
3944,15794792,612,France,Female,31,8,117989.76,1,1,1,54129.86
1605,15640865,636,Germany,Female,31,9,80844.69,2,1,1,74641.9
2434,15613189,774,France,Female,52,2,56580.93,1,1,0,113266.28
1570,15607133,717,Spain,Female,49,1,110864.38,2,1,1,124532.9
3737,15607577,663,Spain,Male,27,8,0.0,1,1,1,188007.99
8631,15753462,632,Germany,Male,30,2,72549.0,2,0,1,182728.8
7077,15725776,649,Germany,Male,24,7,101195.23,1,0,0,133091.32
49,15771873,776,Germany,Female,37,2,103769.22,2,1,0,194099.12
6270,15702806,696,Spain,Male,24,9,0.0,1,0,0,10883.52
5873,15643158,598,France,Female,40,9,0.0,1,1,0,68462.59
1269,15723339,554,France,Female,38,4,137654.05,2,1,1,172629.67
4051,15725639,793,France,Female,63,9,116270.72,1,1,1,184243.25
2205,15812982,509,Spain,Male,38,2,0.0,1,0,0,168460.12
4425,15805523,717,France,Female,28,1,90537.16,1,0,1,74800.99
9714,15681274,726,Spain,Female,56,2,105473.74,1,1,1,46044.7
4932,15661548,683,France,Female,29,0,157829.12,1,0,0,129891.66
7275,15642336,669,France,Female,42,9,0.0,2,0,0,135630.32
5568,15594270,693,France,Male,38,7,198338.77,2,1,1,14278.18
4325,15727489,567,Spain,Female,45,1,157320.51,1,1,0,62193.92
2104,15719561,768,France,Male,42,5,0.0,3,0,0,60686.4
8825,15797081,611,Germany,Female,49,9,115488.52,2,1,1,138656.81
1223,15654229,699,Spain,Male,47,1,0.0,2,0,1,30117.44
4131,15738634,533,France,Male,47,9,83347.25,1,1,1,137696.25
458,15707362,514,Germany,Male,43,1,95556.31,1,0,1,199273.98
2266,15629323,617,Germany,Female,37,4,116471.43,2,1,0,175324.74
1923,15629575,717,France,Male,36,2,148061.89,1,1,0,179128.69
7353,15736420,596,France,Male,21,4,210433.08,2,0,1,197297.77
8589,15637829,691,France,Female,34,7,0.0,2,0,1,161559.12
3109,15735878,850,Germany,Female,47,10,134381.52,1,0,0,26812.89
2345,15641250,794,Spain,Male,38,9,179581.31,1,1,0,23596.24
6296,15799480,600,France,Male,34,0,0.0,2,0,1,3756.23
5576,15635964,566,Germany,Male,65,4,120100.41,1,1,0,107563.16
7811,15687852,611,France,Male,30,2,104145.65,1,0,0,159629.64
1703,15750466,790,Germany,Male,42,1,85839.62,1,1,0,198182.73
9309,15621644,678,Germany,Male,83,6,123356.63,1,0,1,92934.41
2470,15720838,689,Spain,Female,31,3,139799.63,1,0,1,120663.57
1702,15713644,686,Spain,Male,22,5,0.0,2,1,0,158974.45
3555,15629094,528,France,Female,36,1,156948.41,1,1,1,149912.28
4069,15656613,646,France,Female,34,3,131283.11,1,0,0,130500.65
6405,15760749,509,Spain,Male,41,7,126683.8,1,0,1,114775.53
2261,15681402,763,Germany,Female,61,1,66101.89,1,1,1,143981.27
4494,15717138,850,Spain,Male,31,6,82613.56,2,1,0,149170.92
2716,15631170,695,France,Male,45,3,0.0,2,1,1,30793.61
9682,15694628,686,Germany,Female,39,4,157731.6,2,1,0,162820.6
4466,15595160,413,Spain,Male,35,2,0.0,2,1,1,60972.84
1694,15744614,541,France,Male,37,9,118636.92,1,1,1,73551.44
6796,15713094,651,France,Female,25,8,0.0,2,1,1,126761.2
5985,15702145,705,Spain,Male,33,7,68423.89,1,1,1,64872.55
6417,15695103,790,Spain,Male,37,6,0.0,2,1,1,119484.01
600,15683503,601,France,Female,43,8,0.0,3,0,1,110916.15
9305,15598046,662,France,Female,39,5,139562.05,2,1,0,61636.22
2409,15735522,654,Germany,Male,37,2,145610.07,2,0,0,186300.59
356,15611759,850,Spain,Female,57,8,126776.3,2,1,1,132298.49
6106,15626044,762,Germany,Male,28,3,125155.83,2,1,1,106024.02
9392,15571065,532,Spain,Female,39,0,0.0,2,1,0,94977.3
9884,15686974,751,France,Female,48,4,0.0,1,0,1,30165.06
4891,15676958,765,Germany,Male,34,5,86055.17,2,1,1,104220.5
6825,15615477,529,Spain,Female,44,1,0.0,2,0,0,14161.3
1481,15583748,592,Spain,Male,38,8,0.0,2,1,0,180426.2
7524,15620103,660,France,Female,40,8,167181.01,1,1,1,185156.94
1935,15799031,523,France,Male,39,3,0.0,2,1,0,6726.53
7036,15678882,540,Germany,Male,37,3,129965.18,1,0,0,19374.08
8005,15632848,634,France,Female,36,1,69518.95,1,1,0,116238.39
3427,15715079,465,France,Male,41,9,117221.15,1,1,0,168280.95
3380,15601184,604,Spain,Female,26,3,0.0,2,1,0,155248.62
2463,15641136,629,France,Male,32,2,0.0,2,0,1,77965.44
7760,15641860,764,Germany,Male,34,6,108760.27,2,1,0,166324.79
5143,15670584,646,Spain,Male,31,2,0.0,1,1,1,170821.43
7601,15693382,828,France,Male,31,9,0.0,1,0,1,164257.37
5841,15737267,676,France,Female,49,1,0.0,1,1,0,79342.31
1596,15765520,769,Germany,Male,27,7,188614.07,1,1,0,171344.09
4036,15640034,551,France,Male,42,2,139561.46,1,1,0,43435.43
3118,15789432,451,France,Male,33,6,0.0,2,1,0,184954.11
38,15717426,850,France,Male,36,7,0.0,1,1,1,40812.9
9093,15671334,527,France,Male,31,4,0.0,1,1,0,169361.89
4837,15708256,803,France,Male,28,3,0.0,2,1,0,159654.0
2996,15575694,729,Spain,Female,45,7,91091.06,2,1,0,71133.12
6661,15623346,820,France,Male,36,4,0.0,2,1,0,31422.69
5191,15681075,682,France,Female,58,1,0.0,1,1,1,706.5
3675,15791743,727,France,Male,32,1,59271.82,1,1,1,46019.43
5806,15583597,696,Spain,Male,47,1,106758.6,1,1,1,80591.18
2560,15711834,650,Spain,Female,30,6,0.0,1,0,0,67997.13
4523,15734202,660,Germany,Female,52,4,86891.84,1,1,0,90877.76
5429,15797905,682,France,Female,48,7,0.0,2,1,0,65069.03
181,15789669,510,France,Male,65,2,0.0,2,1,1,48071.61
4252,15787830,452,Germany,Male,33,7,153663.27,1,1,0,111868.23
8268,15712608,787,Germany,Female,42,2,74483.97,2,0,1,44273.91
6451,15722583,636,Spain,Female,29,6,157576.47,2,1,1,101102.39
7315,15593345,502,Germany,Female,33,6,125241.17,2,1,1,158736.07
7409,15688059,807,Germany,Female,42,9,105356.09,2,1,1,130489.37
5745,15623649,629,Spain,Male,32,3,0.0,2,1,1,15404.64
9452,15748616,599,France,Male,27,5,0.0,2,1,0,30546.4
9431,15598948,523,Spain,Female,24,5,172231.93,1,0,1,155144.12
7838,15588560,569,Germany,Female,32,8,145330.43,1,1,1,132038.65
3656,15759284,750,France,Female,37,6,0.0,1,1,1,117948.0
8256,15768574,671,Spain,Male,58,1,178713.98,1,1,1,21768.21
6013,15609899,548,Spain,Male,37,4,0.0,1,1,0,121763.68
8136,15757425,716,France,Female,38,1,0.0,2,1,1,99661.46
8099,15661656,633,France,Male,38,2,91902.56,2,1,1,107673.35
3337,15647385,579,Spain,Male,56,4,99340.83,1,0,0,4523.74
182,15621075,778,Germany,Female,45,1,162150.42,2,1,0,174531.27
3131,15614187,648,Germany,Female,39,3,126935.98,2,0,1,57995.74
7432,15761047,724,Germany,Male,31,2,160997.54,2,0,1,64831.36
3235,15612465,684,Spain,Male,34,9,100628.0,2,1,1,190263.78
7512,15631267,641,France,Male,50,6,153590.73,2,1,1,130910.78
7038,15668679,630,France,Male,31,0,0.0,2,1,1,34475.14
8796,15690670,720,France,Male,33,2,0.0,2,0,1,141031.08
8291,15742879,668,Spain,Male,38,1,147904.31,1,1,1,69370.05
1814,15613471,579,Germany,Male,31,2,90547.48,2,1,1,18800.13
7203,15657778,657,France,Male,33,1,84309.57,2,0,0,103914.4
6529,15728823,836,Spain,Female,37,10,0.0,2,1,0,111324.41
250,15628112,771,Germany,Female,36,5,77846.9,1,0,0,99805.99
9661,15742019,675,France,Female,39,6,0.0,2,0,0,83419.15
7688,15592412,713,Germany,Male,45,4,131038.14,1,1,0,74005.04
2194,15710161,850,France,Female,34,2,0.0,2,1,1,171706.66
4970,15614893,689,Spain,Male,38,2,0.0,1,1,1,82709.8
4301,15765266,615,France,Male,32,1,0.0,2,0,0,2139.25
801,15762238,671,Germany,Female,44,0,84745.03,2,0,1,34673.98
7719,15775433,666,Germany,Male,71,1,53013.29,2,1,1,112222.64
4305,15775294,692,France,Female,31,2,0.0,2,1,0,91829.17
844,15806983,640,France,Male,44,3,137148.68,1,1,0,92381.01
3631,15794841,739,Spain,Male,19,5,89750.21,1,1,0,193008.52
7285,15725028,679,France,Male,29,3,0.0,2,1,1,63687.06
1372,15723006,489,France,Male,38,8,0.0,2,0,1,196990.79
47,15771573,637,Germany,Female,39,9,137843.8,1,1,1,117622.8
6434,15703167,628,France,Female,45,8,0.0,2,1,0,193903.06
4048,15653715,602,France,Female,63,7,0.0,2,1,1,56323.21
3065,15614827,503,France,Male,42,8,104430.08,1,1,1,147557.71
5464,15795540,556,France,Female,36,2,134208.22,1,0,1,177670.57
5224,15718216,803,Spain,Male,43,3,0.0,1,1,0,72051.44
8019,15771154,683,France,Female,73,8,137732.23,2,1,1,133210.44
154,15709368,614,France,Female,43,6,0.0,2,1,1,109041.53
951,15785899,789,Germany,Male,33,8,151607.56,1,1,0,4389.4
1143,15605965,630,France,Male,43,9,0.0,2,1,1,34338.04
3370,15749905,698,Spain,Female,47,6,0.0,1,1,0,50213.81
6916,15588235,654,France,Female,24,8,145081.73,1,1,1,130075.07
8498,15624892,712,Germany,Male,37,7,93978.96,2,1,0,60651.77
7746,15718531,554,France,Female,35,8,0.0,2,1,1,176779.46
29,15656300,411,France,Male,29,0,59697.17,2,1,1,53483.21
69,15755648,675,France,Female,21,8,98373.26,1,1,0,18203.0
6144,15617320,693,Spain,Female,46,3,151709.33,1,1,0,180736.24
4102,15772030,662,Spain,Male,33,3,0.0,2,0,1,68064.83
9312,15658946,579,Germany,Male,40,10,45408.85,2,1,0,18732.91
8934,15630641,846,France,Female,37,6,127103.97,1,1,1,41516.44
8703,15595350,661,France,Female,31,3,136067.82,2,1,0,65567.91
2349,15787907,719,Germany,Female,42,5,137227.04,3,1,0,149097.38
2344,15642345,714,Germany,Female,49,4,93059.34,1,1,0,7571.51
5821,15643188,671,Germany,Female,47,7,114603.76,2,1,0,153194.32
1158,15690007,434,Germany,Female,58,9,125801.03,2,1,0,60891.8
5654,15747458,677,Spain,Female,43,3,133214.88,2,1,1,95936.84
9795,15738980,506,France,Male,43,2,0.0,2,1,0,105568.6
4883,15593280,614,Germany,Male,43,8,140733.74,1,1,1,166588.76
3412,15782802,582,Germany,Male,26,6,114450.32,1,1,1,14081.64
5482,15642619,603,Spain,Male,46,2,0.0,2,1,0,174478.54
4392,15757140,787,France,Male,51,0,58137.08,1,0,1,142538.31
4669,15751491,443,Germany,Male,50,3,117206.3,1,1,0,42840.18
4071,15732430,850,Spain,Female,54,4,120952.74,1,1,0,66963.15
4308,15611699,641,France,Female,40,7,0.0,1,1,0,126996.67
5024,15720583,745,Germany,Female,44,0,119638.21,1,1,1,34265.08
6706,15732235,662,France,Male,64,0,98848.19,1,0,1,42730.12
634,15738181,850,France,Male,31,6,67996.23,2,0,0,50129.87
4293,15665861,733,Spain,Male,44,3,106070.89,1,0,1,101617.43
5966,15600832,508,France,Female,43,9,0.0,1,1,0,103726.71
8900,15611599,604,France,Female,71,2,0.0,2,1,1,49506.82
2161,15569678,561,Germany,Male,32,6,166824.59,1,1,0,139451.98
7322,15721507,713,France,Female,32,1,117094.02,1,0,0,149558.83
7947,15785326,639,Spain,Female,35,5,136526.26,2,1,0,59653.03
6275,15814940,642,Spain,Female,33,9,0.0,2,1,1,150475.14
3982,15627665,614,France,Male,46,4,0.0,1,1,0,74379.57
4162,15673584,652,France,Female,74,5,0.0,2,1,1,937.15
6922,15766417,678,France,Female,60,2,0.0,2,1,1,43821.56
8816,15800806,685,Spain,Male,31,7,122449.31,2,1,1,180769.55
1005,15701602,521,Germany,Male,52,5,116497.31,3,0,0,53793.1
3541,15637169,838,Spain,Female,67,4,103267.8,1,1,1,78310.04
9580,15778838,783,France,Male,38,9,114135.17,1,1,0,153269.98
7422,15746258,622,France,Male,29,7,101486.96,1,1,1,8788.35
6455,15701522,711,France,Female,29,9,0.0,2,0,1,3234.8
9591,15649211,708,Spain,Male,40,8,83015.71,1,1,0,101089.76
8523,15567778,690,Germany,Female,54,1,144027.8,1,1,1,108731.02
7082,15667451,733,France,Male,36,5,0.0,2,1,1,109127.54
9024,15654772,640,France,Female,47,6,89799.46,2,0,1,13783.77
260,15713853,732,Germany,Male,42,9,108748.08,2,1,1,65323.11
9822,15781298,808,Germany,Male,39,3,124216.93,1,0,1,171442.36
2206,15597901,609,France,Male,34,1,0.0,1,1,1,181177.9
3577,15574296,757,France,Male,23,2,80673.96,2,1,0,93991.65
8693,15659092,621,France,Female,50,5,0.0,2,1,0,191756.54
4574,15739514,659,France,Female,32,9,0.0,2,1,1,93155.75
8882,15614643,731,Spain,Female,39,2,0.0,2,1,0,136737.13
4035,15792607,769,France,Female,38,2,0.0,2,0,0,75578.67
8246,15608726,663,France,Male,24,7,0.0,2,1,1,166310.82
9263,15749669,542,France,Female,31,3,0.0,2,1,1,115217.59
2535,15578809,651,Germany,Male,40,1,134760.21,2,0,0,174434.06
1744,15682533,850,France,Female,39,7,79259.99,1,0,1,186910.74
2002,15657214,601,France,Male,74,2,0.0,2,0,1,51554.58
725,15672692,787,France,Female,42,10,145988.65,2,1,1,79510.37
4116,15748068,571,Spain,Female,31,3,0.0,2,1,1,194667.92
657,15698474,601,Germany,Female,54,1,131039.97,2,1,1,199661.5
1047,15793949,726,France,Female,48,4,0.0,1,1,0,114020.06
6743,15616213,555,Germany,Female,51,9,138214.5,1,1,0,198715.27
8504,15743245,624,France,Male,42,3,145155.37,1,1,0,72169.95
6347,15754820,637,Germany,Male,35,8,147127.81,2,1,1,84760.7
6666,15798709,588,Spain,Male,32,3,109109.33,1,0,1,4993.94
4060,15593250,640,France,Female,29,4,0.0,2,1,0,44904.26
7386,15664083,666,Germany,Female,37,2,158468.76,1,0,1,93266.01
2294,15589204,591,France,Male,33,9,131765.72,1,1,0,118782.06
6188,15609558,835,Germany,Female,47,5,108289.28,2,1,1,45859.55
1274,15625916,562,Spain,Male,32,6,161628.66,1,1,0,91482.5
6597,15637774,558,France,Male,32,5,73494.21,1,0,0,136301.1
8181,15566790,598,France,Male,28,8,129991.76,2,0,1,46041.08
6518,15795275,521,Spain,Female,49,4,82940.25,2,0,0,62413.01
781,15585595,774,France,Female,28,1,71264.02,2,0,1,68759.57
4493,15624437,825,Spain,Female,32,1,0.0,2,1,1,42935.15
4288,15762882,577,Germany,Female,31,4,61211.18,1,1,1,145250.43
2127,15703482,710,Germany,Male,34,9,134260.36,2,1,0,147074.67
2662,15742272,669,France,Female,44,8,96418.09,1,0,0,131609.48
6002,15783026,701,France,Female,41,2,0.0,1,1,0,47856.78
5415,15747014,850,France,Female,28,1,105245.34,1,0,1,74780.13
5719,15636520,692,France,Male,27,1,125547.53,1,0,0,7900.46
6694,15576706,651,Germany,Male,37,9,114453.58,1,0,1,175820.91
5751,15690731,645,France,Male,40,6,131411.24,1,1,1,194656.11
9185,15715078,584,France,Male,35,6,161613.94,2,1,1,148238.16
5176,15723105,756,France,Female,28,6,0.0,1,1,1,164394.65
7755,15680843,675,France,Male,34,8,0.0,2,1,1,184842.21
432,15705521,548,Germany,Female,33,0,101084.36,1,1,0,42749.85
3543,15801218,675,France,Male,49,8,135133.39,1,0,1,179521.24
277,15767339,777,France,Female,53,10,0.0,2,1,0,189992.97
5492,15568487,712,France,Male,35,7,124616.23,1,1,1,69320.97
3184,15631070,667,Germany,Male,55,9,154393.43,1,1,1,137674.96
6274,15661275,532,Germany,Male,52,3,110791.97,1,1,0,148704.77
2938,15764419,730,France,Male,27,5,0.0,2,1,1,116081.93
6370,15798200,707,France,Male,35,2,0.0,3,1,1,94148.3
9633,15668057,669,France,Female,31,6,113000.66,1,1,0,40467.82
6322,15684294,735,France,Male,50,2,0.0,2,0,1,147075.69
3178,15609669,542,France,Female,39,4,109949.39,2,1,1,41268.65
4564,15669204,650,Germany,Male,23,4,93911.3,2,1,0,69055.45
1360,15694409,647,Germany,Female,22,3,97975.82,2,0,1,62083.0
4520,15605826,652,Germany,Male,46,10,121063.8,3,1,0,151481.86
2184,15689147,652,France,Female,40,1,0.0,2,1,0,126554.96
9029,15722701,594,Germany,Male,18,1,132694.73,1,1,0,167689.56
6977,15711571,587,Spain,Male,42,5,120233.83,1,1,0,194890.33
7477,15646190,677,France,Female,56,0,119963.45,1,0,0,158325.87
1026,15767864,628,France,Male,33,6,0.0,2,0,0,184230.23
3161,15767681,470,Spain,Male,34,9,0.0,2,0,1,89013.67
5426,15698572,636,Spain,Female,36,1,0.0,1,1,0,43134.58
5204,15704231,430,France,Female,33,8,0.0,1,1,1,69759.91
2309,15621210,599,Germany,Male,46,9,123444.72,1,1,1,31368.08
3637,15809320,845,Spain,Female,52,0,0.0,1,1,0,31726.76
7819,15600792,613,Spain,Male,29,0,0.0,2,0,1,133897.32
5477,15802390,724,France,Female,34,2,0.0,2,1,1,118863.38
3185,15761950,652,Germany,Female,45,9,110827.49,1,1,1,153383.54
2876,15585284,604,Spain,Female,35,7,147285.52,1,1,1,57807.05
7775,15731246,628,Spain,Male,40,10,0.0,2,1,0,103832.58
3330,15657439,738,France,Male,18,4,0.0,2,1,1,47799.15
8091,15715510,768,France,Male,29,2,95984.69,2,1,1,73686.75
9350,15689344,615,Spain,Male,42,4,0.0,3,0,1,120321.09
4416,15743893,471,France,Male,42,3,164951.56,1,1,0,190531.77
708,15649423,580,France,Female,35,8,0.0,2,0,1,10357.03
8735,15713599,728,France,Male,30,10,114835.43,1,0,1,37662.49
4019,15592091,620,Spain,Male,31,2,166833.86,2,1,1,135171.6
9537,15780409,783,France,Male,40,6,0.0,2,1,0,109742.55
9523,15790322,660,France,Female,32,0,114668.89,1,1,0,84605.0
3318,15625126,629,France,Female,40,6,0.0,2,1,1,139356.3
5875,15578307,512,France,Female,33,6,121685.31,2,1,1,83681.97
4920,15615016,515,France,Male,33,2,0.0,2,1,1,136028.97
9648,15797190,608,Germany,Female,40,7,96202.32,1,0,0,161154.85
2748,15753332,401,Germany,Male,48,8,128140.17,1,1,0,175753.55
7451,15673907,659,France,Male,20,8,0.0,2,0,0,112572.02
1942,15651713,684,France,Male,45,6,148071.39,1,1,0,183575.01
8072,15661473,780,Germany,Male,51,4,126725.25,1,1,0,195259.31
87,15625759,729,France,Male,30,9,0.0,2,1,0,151869.35
2518,15759436,758,France,Female,50,2,95813.76,3,1,1,67944.09
1468,15814846,691,France,Male,52,3,0.0,1,1,0,175843.68
2568,15775905,612,Germany,Female,47,6,130024.87,1,1,1,45750.21
3102,15660866,640,France,Female,29,3,0.0,2,1,0,2743.69
5008,15768359,534,France,Male,36,4,120037.96,1,1,0,36275.94
3704,15753213,604,France,Female,34,7,0.0,2,1,0,193021.49
5314,15788068,743,Germany,Male,45,10,144677.19,3,1,0,22512.44
7420,15765487,753,Germany,Female,38,9,151766.71,1,1,1,180829.99
6687,15662908,795,Germany,Male,38,7,125903.22,2,1,1,127068.92
4382,15780561,622,France,Female,39,9,83456.79,2,0,0,38882.34
6931,15808930,531,France,Female,37,1,0.0,1,1,0,4606.97
4822,15805704,745,France,Female,32,2,0.0,4,0,1,179705.13
6823,15708265,581,Spain,Female,24,10,159203.71,1,1,1,102517.83
3072,15644296,740,France,Female,30,8,105209.54,1,1,0,1852.58
7686,15675450,718,France,Male,48,9,0.0,2,1,1,72105.63
1339,15761132,682,Spain,Male,46,7,128029.72,1,1,1,62615.35
2339,15647975,651,Germany,Male,26,5,147037.32,1,0,0,141763.26
686,15801277,715,France,Female,31,2,112212.14,2,1,1,181600.72
8815,15710034,637,Germany,Male,43,1,135645.29,2,0,1,101382.86
5481,15606397,577,Germany,Female,44,1,152086.15,1,0,1,44719.5
8422,15756321,612,Spain,Female,52,5,144772.69,1,0,0,98302.57
5908,15641934,749,Spain,Female,46,9,66582.81,1,1,0,78753.12
522,15595766,527,Spain,Male,37,5,93722.73,2,1,1,139093.73
2181,15738605,634,Germany,Female,46,5,123642.36,1,1,1,49725.16
7127,15808662,624,France,Male,44,3,0.0,2,1,0,88407.51
2744,15667046,694,Spain,Male,38,7,121527.4,1,1,0,113481.02
2303,15635078,714,Spain,Male,45,0,124693.48,1,0,1,187194.15
8680,15782939,747,France,Male,42,4,80214.36,1,1,0,115241.96
8802,15714642,792,Spain,Female,40,7,0.0,1,1,0,141652.2
6406,15637118,684,France,Male,33,4,140700.61,1,1,0,103557.93
3440,15745605,722,France,Female,47,2,88011.4,1,1,1,90655.94
8877,15696371,812,Spain,Female,24,1,92476.88,1,0,0,83247.14
7297,15637891,613,Germany,Female,43,4,140681.68,1,0,1,20134.07
5965,15644132,724,France,Female,30,9,142475.87,1,1,1,107848.24
3968,15595657,649,Germany,Male,40,4,95001.33,1,0,1,123202.99
5687,15691840,505,Germany,Female,37,6,159863.9,2,0,1,125307.87
7779,15699225,757,France,Male,46,0,0.0,2,1,0,37460.05
9285,15713632,551,Spain,Female,48,5,95679.29,1,0,0,94978.1
4140,15762048,841,Germany,Female,33,7,154969.79,2,1,1,99505.75
6289,15773276,633,Spain,Male,63,4,114552.6,1,1,0,73856.28
652,15711889,668,France,Male,42,3,150461.07,1,1,0,108139.23
8313,15750121,639,France,Male,38,3,0.0,1,1,0,42862.82
302,15695699,687,France,Male,35,8,0.0,2,1,0,10334.05
1374,15774738,632,France,Male,44,3,107764.75,1,1,0,185667.72
9883,15577695,678,France,Male,41,2,148088.11,1,1,0,14083.12
1910,15811261,617,Spain,Male,42,0,70105.87,1,1,1,120830.73
9146,15691323,672,Germany,Male,40,4,89025.88,2,1,0,188892.19
4833,15807003,762,France,Male,32,10,191775.65,1,1,0,179657.83
9827,15807312,602,Spain,Male,33,5,0.0,2,0,1,64038.34
6999,15776156,521,France,Male,27,4,121325.84,1,1,1,164223.7
2534,15803804,717,Germany,Female,35,5,103214.71,1,1,0,172172.7
1023,15682639,642,France,Male,32,3,0.0,2,1,1,88698.83
1101,15782219,703,Spain,Male,29,9,0.0,2,1,0,50679.48
2927,15669656,632,France,Male,32,6,111589.33,1,1,1,170382.99
2924,15792818,499,Germany,Female,29,6,148051.52,1,1,0,118623.94
932,15634141,708,Germany,Female,42,8,192390.52,2,1,0,823.36
6127,15708693,759,France,Female,33,2,0.0,2,1,0,56583.88
7042,15617348,544,France,Male,44,1,0.0,2,0,0,69244.24
2925,15633531,717,France,Female,76,9,138489.66,1,1,1,68400.14
1180,15570326,621,France,Male,34,6,0.0,2,1,1,99128.13
2233,15791268,565,Spain,Male,38,0,122447.76,1,0,0,67339.34
9013,15799468,591,France,Female,34,3,96127.27,1,0,0,30972.06
8187,15771674,603,Spain,Female,39,5,162390.52,2,1,0,54702.66
9417,15656829,577,Spain,Female,33,6,0.0,2,1,0,57975.8
8844,15790717,695,Spain,Male,35,7,0.0,2,1,0,160387.98
6354,15566312,660,Spain,Female,42,5,0.0,3,1,1,189016.24
764,15672056,710,Germany,Male,43,2,140080.32,3,1,1,157908.19
8681,15746338,565,France,Female,40,2,0.0,2,1,1,129956.13
4393,15570051,775,Germany,Female,38,6,179886.41,2,0,0,153122.58
3620,15763806,773,France,Male,41,4,0.0,2,1,1,24924.92
8833,15760873,594,France,Male,50,7,81310.34,1,1,1,183868.01
4983,15723721,543,France,Male,30,4,140916.81,1,1,0,157711.18
886,15591711,739,Spain,Male,38,0,128366.44,1,1,0,12796.43
